events_processed,fills,fill_contracts,final_net_yes,tickers,avg_time_since_quote_ms
94935,0,0,0,"KXBTC-26FEB2117-B67750,KXBTC-26FEB2117-B68250,KXBTC-26FEB2117-B68750",
